transaction_id,transaction_amount,transaction_hour,customer_age,account_age_days,num_previous_transactions,payment_method,device_type,distance_from_home_km,merchant_category,num_items,is_first_purchase,shipping_billing_match,customer_gender,day_of_week,avg_transaction_value_last_30_days,is_fraud
49286,54.65,7,64,1517,17,debit_card,mobile,14.41,clothing,4,0,0,F,Tuesday,51.04,0
49287,73.38,17,47,2719,21,debit_card,mobile,43.03,home,1,0,1,F,Friday,57.19,0
49288,24.98,15,40,2551,16,paypal,tablet,2.08,digital_goods,1,0,1,M,Monday,20.84,0
49289,54.66,1,50,807,13,credit_card,mobile,2.92,digital_goods,3,0,1,F,Wednesday,43.94,0
49290,204.48,20,55,525,15,debit_card,mobile,22.08,home,3,0,1,F,Saturday,272.63,0
49291,35.57,16,39,2272,12,paypal,mobile,10.53,beauty,6,0,1,F,Monday,42.41,0
49292,20.11,18,24,1846,17,debit_card,mobile,1.73,digital_goods,1,0,1,F,Saturday,15.86,0
49293,140.32,12,38,3153,26,debit_card,mobile,0.98,clothing,3,0,1,M,Saturday,160.94,0
49294,58.39,2,67,1444,22,paypal,tablet,10.29,digital_goods,4,0,1,F,Saturday,36.9,0
49295,19.1,11,26,3188,19,credit_card,mobile,0.17,electronics,1,0,1,M,Saturday,20.72,0
49296,169.89,20,55,368,12,credit_card,desktop,65.88,electronics,4,0,1,F,Saturday,182.73,0
49297,8.99,12,30,2247,22,credit_card,mobile,10.81,electronics,5,0,1,M,Wednesday,5.97,0
49298,50.86,2,56,1217,20,paypal,desktop,56.58,electronics,1,0,1,M,Wednesday,64.48,0
49299,94.3,14,21,3014,16,credit_card,mobile,14.5,groceries,4,0,1,F,Tuesday,89.84,0
49300,87.51,12,65,877,20,paypal,desktop,4.82,clothing,2,0,1,F,Friday,53.17,0
49301,12.18,12,25,190,17,debit_card,desktop,103.03,groceries,2,0,1,M,Wednesday,15.57,0
49302,8.67,9,61,3586,13,debit_card,desktop,31.33,home,7,0,1,F,Tuesday,8.91,0
49303,37.69,14,73,1433,15,credit_card,mobile,2.53,groceries,3,0,1,Other,Monday,46.07,0
49304,60.63,5,38,2027,21,credit_card,mobile,4.37,groceries,1,0,1,Other,Monday,68.2,0
49305,10.2,17,73,2424,15,credit_card,mobile,0.52,groceries,6,0,1,Other,Friday,9.77,0
49306,40.52,11,73,1158,12,paypal,mobile,9.31,electronics,2,0,0,M,Sunday,38.88,1
49307,6.98,5,64,2584,14,debit_card,mobile,17.01,clothing,3,0,1,M,Wednesday,7.4,0
49308,86.56,18,54,927,15,debit_card,tablet,16.96,electronics,9,0,1,F,Friday,103.24,0
49309,16.92,15,73,2102,17,debit_card,desktop,0.19,groceries,3,0,1,M,Friday,21.06,0
49310,25.43,14,27,1578,9,wallet,mobile,42.83,beauty,6,0,1,Other,Thursday,20.47,0
49311,71.12,3,30,1911,10,credit_card,desktop,41.7,electronics,7,0,1,M,Tuesday,47.96,0
49312,64.79,4,34,3349,14,credit_card,tablet,56.72,travel,5,0,1,M,Thursday,89.55,0
49313,48.13,1,18,302,15,debit_card,desktop,44.28,groceries,2,0,1,F,Sunday,42.85,0
49314,83.89,16,46,1878,19,debit_card,mobile,5.7,groceries,4,0,1,M,Friday,101.26,0
49315,45.11,13,69,1495,13,credit_card,mobile,1.85,clothing,7,0,1,M,Tuesday,59.67,0
49316,127.43,11,26,2554,20,credit_card,mobile,20.03,groceries,2,0,1,M,Saturday,162.28,0
49317,5.42,15,61,752,10,wallet,mobile,13.38,toys,2,0,1,M,Friday,5.99,0
49318,28.23,14,54,2158,22,paypal,mobile,8.75,home,3,0,1,F,Monday,39.43,0
49319,27.06,22,50,517,17,debit_card,desktop,1.92,toys,7,0,1,M,Tuesday,36.11,0
49320,24.07,10,52,2580,22,credit_card,desktop,3.77,toys,2,0,1,F,Wednesday,16.12,0
49321,49.28,14,49,658,13,credit_card,mobile,47.22,beauty,1,0,1,F,Friday,34.35,0
49322,37.11,17,70,3626,14,debit_card,mobile,7.72,beauty,8,0,1,M,Wednesday,25.21,0
49323,68.36,10,34,2195,9,credit_card,mobile,13.21,clothing,2,0,1,Other,Thursday,42.91,0
49324,9.17,1,32,2670,11,wallet,desktop,15.99,clothing,2,0,1,F,Monday,5.62,0
49325,296.55,22,54,3597,12,credit_card,mobile,0.85,beauty,3,0,1,F,Saturday,382.2,0
49326,20.27,0,39,1863,21,debit_card,mobile,20.32,electronics,2,0,1,M,Saturday,28.36,0
49327,39.92,19,26,2484,14,wallet,mobile,12.11,electronics,1,0,1,F,Monday,54.26,0
49328,24.38,4,34,1987,15,credit_card,desktop,10.54,travel,4,0,1,F,Tuesday,18.68,0
49329,32.49,13,70,3088,6,debit_card,mobile,2.67,clothing,2,0,1,M,Friday,20.53,0
49330,17.55,2,28,260,13,wallet,tablet,16.02,groceries,1,0,1,M,Thursday,12.06,0
49331,36.81,7,64,1944,5,wallet,desktop,2.29,beauty,4,0,1,M,Tuesday,48.45,0
49332,53.52,19,54,1161,9,credit_card,desktop,37.59,digital_goods,1,0,1,M,Saturday,65.28,0
49333,2.71,1,51,3006,15,paypal,desktop,9.65,toys,6,0,1,F,Friday,2.06,0
49334,21.57,22,19,1947,15,credit_card,mobile,10.54,electronics,2,0,1,M,Friday,13.29,0
49335,20.77,12,61,2080,13,credit_card,mobile,53.63,groceries,4,0,1,M,Sunday,28.62,0
49336,305.23,9,41,1464,13,wallet,mobile,18.3,clothing,5,0,0,F,Wednesday,235.07,0
49337,70.82,7,74,1224,12,credit_card,mobile,2.75,electronics,1,0,1,F,Saturday,98.31,0
49338,134.3,22,60,874,12,credit_card,desktop,7.42,digital_goods,5,0,1,F,Tuesday,95.38,0
49339,52.36,2,67,75,12,credit_card,mobile,29.57,clothing,5,0,1,F,Wednesday,54.44,1
49340,32.54,23,23,2147,13,credit_card,desktop,3.64,electronics,4,0,1,M,Saturday,44.14,0
49341,43.13,4,27,871,9,debit_card,mobile,43.65,travel,4,0,1,M,Friday,44.11,0
49342,92.11,5,41,2067,16,debit_card,desktop,23.18,groceries,4,0,1,F,Saturday,122.12,0
49343,172.45,7,62,2600,11,credit_card,tablet,28.94,beauty,3,0,1,F,Thursday,205.5,0
49344,40.53,17,27,2607,15,debit_card,mobile,31.58,home,1,0,0,F,Tuesday,41.53,0
49345,16.07,21,63,1147,15,credit_card,desktop,22.16,home,6,0,1,M,Monday,20.74,0
49346,75.53,6,69,932,18,credit_card,desktop,0.27,electronics,3,0,1,M,Tuesday,54.52,0
49347,12.77,19,74,305,19,wallet,mobile,18.63,electronics,5,0,1,Other,Friday,8.74,0
49348,44.27,4,28,3090,14,credit_card,mobile,12.5,electronics,1,0,1,M,Tuesday,32.51,0
49349,59.22,3,21,2897,18,credit_card,mobile,0.65,groceries,2,0,1,M,Monday,60.63,0
49350,26.89,3,38,816,12,paypal,tablet,10.37,electronics,3,0,1,F,Wednesday,19.17,0
49351,12.12,9,26,2578,19,credit_card,mobile,1.16,groceries,5,0,0,M,Monday,14.46,0
49352,19.02,20,58,552,14,credit_card,mobile,0.57,electronics,2,0,0,M,Sunday,23.12,0
49353,21.84,19,58,3538,19,wallet,mobile,30.83,electronics,4,0,1,M,Thursday,22.3,1
49354,10.45,0,41,1361,20,debit_card,mobile,24.03,beauty,6,0,1,M,Tuesday,13.5,0
49355,20.37,0,42,2281,16,paypal,desktop,17.17,travel,3,0,1,M,Saturday,15.95,0
49356,7.01,23,59,2697,14,wallet,mobile,4.3,clothing,3,0,1,M,Sunday,6.75,0
49357,54.12,18,74,2127,10,debit_card,mobile,23.2,home,3,0,1,F,Friday,59.53,0
49358,41.82,18,26,1011,20,debit_card,desktop,21.89,clothing,5,0,1,M,Thursday,47.74,0
49359,39.08,21,27,1285,11,credit_card,desktop,4.04,home,4,0,1,F,Wednesday,43.34,0
49360,20.37,19,66,3303,14,credit_card,mobile,14.68,groceries,2,0,1,M,Tuesday,17.78,0
49361,23.29,3,50,1558,18,paypal,desktop,6.53,digital_goods,1,0,1,,Friday,23.08,0
49362,13.08,8,34,358,12,credit_card,desktop,1.93,home,2,0,0,M,Saturday,16.48,0
49363,49.66,7,42,1653,6,debit_card,desktop,15.65,electronics,3,0,1,Other,Sunday,41.71,0
49364,7.71,7,47,3023,17,paypal,mobile,8.04,toys,4,0,1,Other,Sunday,5.09,0
49365,32.58,14,59,2112,15,credit_card,mobile,0.21,home,1,0,1,M,Monday,34.75,0
49366,15.9,22,69,3157,7,debit_card,mobile,59.81,home,3,0,1,M,Saturday,12.04,0
49367,173.7,6,46,1776,16,credit_card,mobile,27.0,electronics,4,0,1,F,Friday,211.51,0
49368,50.74,21,72,349,18,credit_card,desktop,16.46,home,1,0,1,Other,Wednesday,42.8,0
49369,29.95,8,28,1300,13,credit_card,mobile,16.18,beauty,5,0,1,M,Saturday,23.07,0
49370,9.91,17,69,266,15,credit_card,desktop,4.51,groceries,2,0,1,F,Monday,9.78,0
49371,7.66,1,26,3076,19,credit_card,mobile,17.11,groceries,1,0,0,F,Saturday,6.65,0
49372,49.2,17,52,941,8,credit_card,mobile,24.45,electronics,6,1,1,,Tuesday,,0
49373,181.05,10,73,1119,16,credit_card,desktop,2.12,groceries,6,0,1,F,Monday,109.65,0
49374,45.1,20,58,1639,14,credit_card,desktop,32.76,groceries,2,0,0,M,Sunday,60.48,0
49375,35.7,20,24,3161,22,debit_card,mobile,9.77,electronics,3,0,1,M,Monday,26.31,0
49376,36.22,9,20,3162,12,credit_card,mobile,6.02,beauty,1,0,1,F,Thursday,40.66,0
49377,33.22,16,70,1228,15,debit_card,desktop,32.91,groceries,5,0,1,Other,Wednesday,25.98,0
49378,36.72,18,67,3522,13,credit_card,tablet,23.77,beauty,4,0,1,F,Monday,32.09,0
49379,15.1,3,60,1066,18,paypal,desktop,2.92,toys,3,0,1,M,Sunday,16.25,0
49380,11.32,22,31,2939,16,credit_card,mobile,1.82,groceries,3,0,1,M,Tuesday,10.73,0
49381,33.42,17,55,2418,12,credit_card,mobile,13.33,clothing,1,0,1,F,Wednesday,37.23,0
49382,133.41,20,57,3142,11,credit_card,tablet,24.29,clothing,4,0,0,M,Saturday,186.12,0
49383,65.17,15,65,1040,16,debit_card,desktop,3.55,home,4,0,0,M,Thursday,55.08,0
49384,8.73,0,22,3619,20,credit_card,mobile,27.23,beauty,3,0,0,F,Friday,7.9,0
49385,23.22,6,65,3380,7,credit_card,desktop,37.2,travel,3,0,1,F,Wednesday,18.13,0
49386,62.12,16,32,2934,14,debit_card,mobile,11.31,clothing,1,0,1,Other,Thursday,59.55,0
49387,136.57,17,54,1712,18,debit_card,mobile,9.65,clothing,3,0,1,M,Tuesday,149.41,0
49388,179.7,10,53,835,15,wallet,desktop,0.92,clothing,3,0,1,Other,Saturday,126.56,0
49389,24.27,14,63,2075,17,credit_card,mobile,4.4,clothing,3,0,1,F,Wednesday,15.07,0
49390,68.32,6,74,1780,9,credit_card,mobile,8.68,groceries,4,0,1,F,Sunday,66.81,0
49391,38.45,2,66,615,15,credit_card,mobile,3.17,travel,5,0,1,F,Thursday,43.22,0
49392,26.58,13,65,51,11,credit_card,mobile,3.28,clothing,4,0,1,M,Tuesday,28.52,0
49393,31.89,11,35,279,14,credit_card,tablet,0.67,electronics,4,0,1,,Saturday,26.14,0
49394,32.29,10,21,956,9,debit_card,desktop,29.13,groceries,3,0,0,M,Wednesday,34.01,0
49395,97.04,20,26,3222,21,debit_card,mobile,24.12,travel,3,0,1,M,Friday,116.72,0
49396,7.36,10,59,1794,13,debit_card,mobile,14.13,clothing,2,0,1,F,Wednesday,5.93,0
49397,47.85,10,22,3075,14,paypal,mobile,2.4,toys,2,0,1,M,Thursday,34.23,0
49398,139.69,18,27,2756,8,debit_card,desktop,29.23,travel,3,0,1,F,Saturday,109.03,0
49399,125.43,2,28,2535,13,paypal,mobile,22.72,beauty,1,0,1,Other,Wednesday,131.67,0
49400,52.93,10,25,2093,10,credit_card,mobile,2.29,home,5,0,1,M,Monday,52.84,0
49401,14.05,0,56,580,20,credit_card,desktop,15.03,travel,5,0,1,F,Wednesday,11.45,0
49402,65.16,19,40,2151,18,credit_card,tablet,0.98,groceries,1,0,1,F,Saturday,89.78,0
49403,112.72,1,40,2953,24,credit_card,tablet,0.46,home,1,0,1,M,Thursday,107.12,1
49404,12378.88,18,20,2320,7,credit_card,desktop,10.21,groceries,1,0,1,Other,Friday,17.97,0
49405,42.85,3,26,3378,16,paypal,mobile,27.01,beauty,2,0,1,F,Sunday,59.28,0
49406,24.4,9,36,3346,18,debit_card,mobile,0.42,clothing,3,0,1,F,Sunday,15.04,0
49407,16.22,22,66,3006,12,credit_card,desktop,9.28,clothing,3,0,1,F,Saturday,22.08,0
49408,21.86,9,51,1996,15,credit_card,mobile,7.22,clothing,6,0,0,F,Saturday,19.63,0
49409,34.07,7,66,515,12,credit_card,mobile,25.82,electronics,2,0,1,M,Sunday,28.82,0
49410,11.96,22,52,2272,16,credit_card,desktop,17.81,home,2,0,1,F,Sunday,15.84,0
49411,10.15,11,58,1976,17,credit_card,mobile,15.64,digital_goods,3,0,1,F,Tuesday,13.48,0
49412,20855.87,11,34,136,16,credit_card,desktop,32.23,groceries,2,0,1,F,Sunday,14.25,0
49413,41.59,23,49,1503,23,wallet,mobile,1.1,toys,2,0,1,M,Monday,39.87,0
49414,6.92,22,72,3128,11,paypal,mobile,107.87,electronics,4,0,1,Other,Wednesday,8.82,0
49415,3.26,15,42,3430,15,debit_card,mobile,25.12,electronics,3,0,1,M,Sunday,3.07,0
49416,118.21,2,64,1554,14,debit_card,mobile,16.5,clothing,1,0,1,M,Tuesday,76.64,1
49417,10.88,1,67,152,20,credit_card,mobile,14.15,home,4,0,0,M,Saturday,14.46,1
49418,24.68,13,72,662,11,paypal,mobile,13.86,travel,8,0,1,M,Wednesday,32.07,0
49419,75.36,2,48,266,16,credit_card,desktop,15.79,electronics,3,0,1,F,Tuesday,87.1,0
49420,7.11,1,41,904,9,debit_card,desktop,9.41,beauty,2,0,1,M,Monday,4.85,0
49421,7.1,10,66,716,19,credit_card,mobile,17.09,travel,4,0,1,Other,Thursday,9.2,0
49422,15.92,18,69,1822,19,paypal,mobile,35.66,home,1,0,1,M,Sunday,10.75,0
49423,78.36,17,59,3032,11,credit_card,mobile,1.68,beauty,6,0,1,F,Wednesday,97.09,0
49424,29.32,10,53,714,16,credit_card,mobile,8.72,clothing,3,0,1,M,Monday,19.33,1
49425,29.72,20,28,778,13,credit_card,desktop,50.45,groceries,3,0,1,F,Sunday,33.12,0
49426,22.3,0,71,951,19,paypal,desktop,26.24,toys,4,0,1,F,Wednesday,24.91,0
49427,52.57,9,38,2722,15,debit_card,desktop,1.81,clothing,6,0,1,F,Friday,45.25,0
49428,125.44,23,74,2765,10,credit_card,mobile,27.08,electronics,4,0,1,M,Friday,166.16,0
49429,592.31,7,54,544,21,credit_card,mobile,12.11,toys,6,0,1,M,Friday,531.47,0
49430,25.84,19,53,2797,11,debit_card,mobile,20.37,beauty,5,0,1,F,Saturday,22.69,0
49431,137.82,19,55,3414,14,credit_card,tablet,1.63,clothing,3,0,1,F,Tuesday,115.36,0
49432,81.39,11,31,509,21,debit_card,mobile,2.75,clothing,6,0,1,F,Friday,70.07,0
49433,39.13,19,50,81,10,wallet,desktop,5.94,digital_goods,1,0,1,M,Friday,46.21,0
49434,3.29,14,39,2871,12,debit_card,mobile,5.57,travel,5,0,1,F,Wednesday,2.32,0
49435,20.53,0,39,808,18,debit_card,mobile,3.49,electronics,1,0,1,M,Sunday,12.88,0
49436,21.36,21,68,2906,18,paypal,desktop,3.57,clothing,4,0,1,M,Tuesday,21.43,0
49437,42.9,14,69,659,14,debit_card,desktop,5.42,toys,1,0,1,M,Tuesday,56.35,0
49438,24.59,19,28,401,19,credit_card,mobile,8.6,beauty,2,0,1,F,Saturday,28.9,0
49439,17.06,23,32,1926,12,credit_card,mobile,3.42,electronics,2,0,1,M,Monday,20.67,0
49440,228.15,10,18,259,12,credit_card,desktop,37.05,beauty,7,0,1,F,Friday,150.12,0
49441,110.85,5,35,1472,12,debit_card,mobile,16.07,clothing,2,0,0,M,Wednesday,110.1,1
49442,3.96,11,30,618,22,wallet,tablet,6.77,travel,3,0,1,F,Saturday,4.27,0
49443,22.62,2,32,1441,20,paypal,mobile,25.1,clothing,4,0,1,M,Wednesday,24.28,0
49444,56.31,16,29,219,10,debit_card,mobile,3.53,clothing,1,0,1,M,Saturday,54.97,0
49445,113.4,0,69,2972,10,credit_card,mobile,21.86,electronics,2,0,1,F,Saturday,143.9,0
49446,19.69,2,25,1214,11,credit_card,desktop,4.88,beauty,8,0,0,F,Thursday,25.05,0
49447,24.16,22,20,2811,18,credit_card,mobile,8.89,groceries,7,0,1,,Sunday,20.11,0
49448,32.94,0,35,1356,18,credit_card,mobile,16.57,travel,5,0,1,F,Saturday,19.88,0
49449,58.08,19,20,1209,14,credit_card,mobile,51.7,groceries,1,0,1,F,Wednesday,72.22,0
49450,6.45,6,64,1477,16,paypal,mobile,12.76,clothing,1,0,1,F,Monday,8.56,0
49451,3.99,13,19,2518,14,debit_card,desktop,28.08,digital_goods,1,0,1,F,Thursday,5.08,0
49452,105.06,22,19,1277,18,debit_card,mobile,24.37,clothing,2,0,1,M,Thursday,93.13,0
49453,11.13,1,65,409,23,credit_card,desktop,29.01,clothing,4,0,1,F,Friday,9.72,0
49454,250.3,1,37,1670,20,credit_card,desktop,9.56,electronics,2,0,1,F,Thursday,155.83,0
49455,12.63,2,71,1721,18,credit_card,desktop,3.27,beauty,1,0,1,Other,Monday,16.69,0
49456,24.9,5,25,27,17,credit_card,desktop,2.41,home,3,0,1,F,Tuesday,21.95,1
49457,43.32,20,59,3644,17,credit_card,desktop,5.82,groceries,2,0,1,M,Saturday,30.39,0
49458,3.55,7,28,3244,20,debit_card,mobile,13.69,groceries,6,0,1,M,Sunday,3.87,0
49459,525.52,10,24,671,17,credit_card,mobile,14.09,groceries,2,0,1,F,Thursday,719.05,1
49460,20.19,5,60,369,19,debit_card,mobile,12.04,clothing,2,0,1,Other,Saturday,18.93,0
49461,12.96,0,58,1018,13,debit_card,mobile,3.5,electronics,3,0,1,M,Saturday,13.25,0
49462,9.33,17,73,2828,15,credit_card,mobile,25.39,clothing,3,0,0,F,Sunday,10.22,0
49463,43.02,22,40,3581,19,credit_card,mobile,6.14,travel,2,0,1,M,Wednesday,40.19,0
49464,40.08,8,67,1824,18,debit_card,desktop,5.28,home,4,0,1,F,Thursday,49.75,0
49465,9.65,22,22,1311,11,debit_card,mobile,26.25,electronics,3,0,1,M,Saturday,12.34,0
49466,7.6,7,19,604,17,debit_card,mobile,2.17,home,2,0,1,M,Tuesday,10.07,0
49467,86.08,23,68,2937,17,wallet,desktop,32.47,home,4,0,1,F,Friday,69.05,0
49468,15.55,16,46,947,16,credit_card,desktop,8.35,groceries,2,0,1,F,Wednesday,11.53,0
49469,5.36,6,63,2888,14,credit_card,mobile,13.91,home,3,0,1,M,Sunday,4.73,0
49470,25.84,6,33,436,10,wallet,mobile,8.79,groceries,1,0,1,M,Wednesday,18.96,0
49471,20.05,2,19,3035,19,credit_card,desktop,8.78,digital_goods,2,0,1,F,Sunday,17.41,0
49472,210.61,21,39,1462,12,wallet,mobile,26.24,clothing,3,0,0,F,Friday,258.39,0
49473,17.78,1,26,354,10,credit_card,desktop,11.36,home,3,0,1,M,Thursday,22.14,0
49474,22.02,4,48,1883,16,debit_card,mobile,1.87,digital_goods,5,0,1,F,Thursday,27.02,0
49475,37.32,6,53,809,14,credit_card,tablet,1.35,digital_goods,3,0,1,M,Monday,25.06,0
49476,16.93,14,67,1324,14,paypal,mobile,0.07,groceries,1,0,1,F,Saturday,13.3,0
49477,46.57,23,25,984,13,paypal,desktop,12.58,electronics,1,0,1,F,Thursday,34.25,0
49478,10.84,6,30,1603,10,credit_card,desktop,70.4,home,1,0,1,F,Monday,9.52,1
49479,23.59,14,44,610,15,credit_card,mobile,6.41,toys,4,0,1,,Friday,28.78,0
49480,45.01,11,71,2503,16,credit_card,desktop,11.85,travel,1,0,1,F,Tuesday,45.6,0
49481,93.47,3,51,3388,14,paypal,desktop,3.53,groceries,3,0,1,F,Friday,110.33,0
49482,16.67,4,23,3581,22,credit_card,desktop,13.53,clothing,3,0,1,F,Thursday,18.64,0
49483,16.48,0,60,1861,7,credit_card,mobile,63.89,beauty,4,0,1,Other,Tuesday,17.12,0
49484,139.94,22,25,1278,18,debit_card,desktop,18.01,travel,5,0,1,M,Sunday,181.67,0
49485,17.26,12,68,2536,15,credit_card,mobile,7.23,home,2,0,1,M,Monday,16.98,0
49486,28.31,13,59,1351,17,credit_card,desktop,23.6,toys,1,0,1,M,Sunday,36.93,0
49487,166.13,22,71,706,11,debit_card,mobile,46.95,groceries,4,0,1,Other,Friday,156.51,0
49488,32.06,3,27,2726,18,debit_card,mobile,11.82,electronics,6,0,1,M,Thursday,22.38,0
49489,23.39,2,56,1234,13,credit_card,desktop,33.26,clothing,5,0,1,F,Tuesday,24.8,0
49490,25.2,17,61,1724,21,credit_card,tablet,7.31,home,3,0,0,F,Thursday,25.58,0
49491,14.29,22,22,2114,16,paypal,mobile,9.14,digital_goods,5,0,1,M,Wednesday,13.7,0
49492,47.03,4,29,1684,12,credit_card,desktop,48.17,travel,2,0,1,F,Thursday,55.08,0
49493,11.89,16,51,2699,18,credit_card,tablet,7.1,electronics,3,0,1,F,Friday,9.76,0
49494,65.27,8,35,511,10,wallet,mobile,2.95,home,3,0,1,M,Sunday,79.02,0
49495,30.42,22,72,2781,13,credit_card,mobile,38.47,electronics,6,0,0,M,Saturday,28.25,0
49496,37.92,21,46,2985,15,credit_card,desktop,0.86,clothing,4,0,1,M,Sunday,48.58,0
49497,168.97,14,21,3224,10,debit_card,mobile,11.24,electronics,3,0,1,F,Sunday,224.44,0
49498,7.04,21,32,1684,11,wallet,mobile,17.63,clothing,2,0,0,F,Friday,4.25,0
49499,30.7,5,27,1725,17,paypal,mobile,3.71,clothing,2,0,0,M,Wednesday,31.03,0
49500,56.72,18,20,631,13,paypal,desktop,26.21,beauty,4,0,1,M,Sunday,49.36,0
49501,16.18,18,19,1976,15,wallet,desktop,12.17,home,1,0,0,F,Friday,21.61,0
49502,77.56,1,62,570,17,debit_card,mobile,22.25,beauty,4,0,1,M,Tuesday,97.76,1
49503,17.38,21,36,2345,14,credit_card,desktop,27.25,electronics,3,0,1,F,Monday,24.03,0
49504,40.11,16,74,902,15,debit_card,mobile,68.44,travel,6,0,0,M,Tuesday,29.47,0
49505,26.48,9,35,74,10,debit_card,mobile,9.25,toys,3,0,1,F,Sunday,20.26,0
49506,35.23,21,63,3408,17,debit_card,desktop,0.23,clothing,3,0,1,F,Monday,48.55,0
49507,32.26,17,71,427,12,wallet,desktop,33.93,electronics,4,0,1,F,Thursday,42.86,0
49508,29.02,8,55,638,19,wallet,mobile,21.72,clothing,4,0,1,F,Saturday,36.01,0
49509,18.66,9,54,3083,13,credit_card,tablet,2.91,groceries,1,0,1,F,Monday,16.27,0
49510,15.41,13,29,2509,11,credit_card,mobile,6.91,electronics,4,0,1,F,Friday,20.16,0
49511,41.1,21,36,3409,11,credit_card,mobile,30.21,groceries,8,0,1,F,Saturday,53.49,0
49512,31.59,4,18,795,13,paypal,mobile,0.83,clothing,2,0,0,M,Monday,26.29,0
49513,15.0,2,21,723,9,paypal,desktop,15.92,groceries,3,0,0,F,Wednesday,14.99,0
49514,42.24,12,65,1401,15,credit_card,desktop,11.88,toys,5,0,1,F,Thursday,37.48,0
49515,18.87,8,30,2055,12,credit_card,mobile,46.11,travel,1,0,1,M,Thursday,16.51,0
49516,141.95,11,37,1360,7,debit_card,desktop,26.74,digital_goods,3,0,1,M,Tuesday,194.52,0
49517,361.11,10,70,1267,9,debit_card,tablet,1.76,groceries,2,0,1,F,Friday,319.06,1
49518,120.19,3,63,1281,16,credit_card,mobile,2.54,beauty,2,0,1,,Monday,137.08,0
49519,113.67,5,21,2208,14,debit_card,tablet,1.14,home,4,0,1,M,Saturday,74.68,0
49520,67.64,19,48,15,17,credit_card,desktop,45.07,clothing,2,1,1,F,Thursday,,0
49521,24.29,22,49,1249,18,wallet,desktop,10.87,electronics,4,0,1,F,Monday,26.58,0
49522,4.49,1,42,1435,11,credit_card,desktop,7.26,beauty,1,0,1,M,Friday,4.56,0
49523,10.75,6,54,3420,15,wallet,mobile,16.01,groceries,3,0,1,F,Monday,7.24,0
49524,15.23,8,56,3619,18,debit_card,mobile,0.39,travel,1,0,1,F,Saturday,14.53,0
49525,100.26,7,55,2740,12,debit_card,tablet,12.22,clothing,1,0,1,F,Friday,103.89,0
49526,38.71,1,69,1652,15,debit_card,mobile,13.01,electronics,2,0,1,F,Tuesday,46.01,0
49527,15.49,5,36,284,12,credit_card,desktop,42.47,groceries,2,0,1,M,Wednesday,9.63,0
49528,4.73,21,65,200,18,paypal,desktop,17.45,clothing,3,0,0,M,Wednesday,5.15,0
49529,304.34,11,41,2024,17,credit_card,tablet,8.13,travel,7,0,1,F,Wednesday,344.98,0
49530,51.08,19,25,561,16,paypal,tablet,0.47,home,1,0,1,M,Monday,65.67,0
49531,74.33,23,55,1822,15,credit_card,desktop,4.22,clothing,3,0,1,F,Monday,46.31,0
49532,17.54,0,30,3507,9,debit_card,desktop,4.94,travel,7,0,1,F,Wednesday,14.51,0
49533,26.09,22,50,1590,19,paypal,desktop,3.14,toys,3,0,1,M,Sunday,33.58,0
49534,21.25,2,37,2138,15,debit_card,desktop,6.6,electronics,3,0,1,F,Friday,17.55,0
49535,31.96,23,29,2723,13,credit_card,mobile,5.2,beauty,5,0,1,F,Thursday,43.51,0
49536,189.77,10,58,308,14,wallet,desktop,21.49,groceries,3,0,1,F,Monday,229.25,0
49537,8.99,6,55,522,11,paypal,desktop,8.41,groceries,2,0,1,F,Wednesday,8.19,0
49538,28.75,9,64,3077,19,debit_card,mobile,20.51,toys,2,0,1,M,Tuesday,26.11,0
49539,42.99,16,48,1423,20,debit_card,desktop,40.08,clothing,6,0,1,F,Thursday,40.18,0
49540,26.66,0,67,96,25,wallet,mobile,19.93,toys,4,0,1,M,Monday,29.34,0
49541,81.07,8,31,3,12,paypal,desktop,16.48,home,5,1,1,M,Wednesday,,0
49542,5.28,2,47,3473,20,credit_card,desktop,15.68,groceries,1,0,1,F,Thursday,5.72,0
49543,197.11,15,51,1729,12,paypal,mobile,23.52,groceries,2,0,1,F,Saturday,150.81,0
49544,7.61,18,43,360,4,credit_card,mobile,7.74,home,9,0,1,F,Tuesday,10.36,0
49545,9.68,4,40,1872,22,paypal,mobile,5.01,home,3,0,1,F,Tuesday,13.49,0
49546,19.12,5,58,2999,24,credit_card,mobile,2.35,electronics,6,0,0,M,Friday,13.95,1
49547,15.68,4,72,3199,14,debit_card,mobile,35.43,electronics,2,0,1,Other,Thursday,13.67,0
49548,45.81,1,53,2783,14,paypal,tablet,10.57,clothing,3,0,0,M,Tuesday,38.98,1
49549,40.8,6,51,2322,25,credit_card,mobile,12.84,toys,2,0,1,F,Wednesday,53.84,0
49550,33.57,3,32,3330,18,debit_card,mobile,9.21,clothing,2,0,1,M,Sunday,40.99,0
49551,7.26,22,27,3216,15,credit_card,desktop,10.41,electronics,3,0,0,F,Monday,8.32,0
49552,26.06,16,20,1773,13,credit_card,desktop,16.82,electronics,2,0,1,F,Monday,22.43,0
49553,30.56,6,64,159,19,credit_card,desktop,77.1,home,5,0,1,F,Tuesday,27.7,0
49554,102.75,0,43,230,11,credit_card,mobile,9.27,travel,1,0,1,M,Friday,94.82,0
49555,36.58,22,45,2669,12,paypal,mobile,5.72,groceries,5,0,0,F,Friday,40.72,0
49556,43.93,4,61,2647,15,credit_card,tablet,28.24,groceries,5,0,1,F,Wednesday,35.52,0
